Index,Degree,Strength,ASPL,LSPL,Clust Coeff,Betweeness,Eigenvector,PageRank
BJI,3.0,1925.0,4.04617086,1.0,0.0,0.00055279,0.00138283,0.00019871
BJL,8.0,3831.0,3.67182748,1.0,0.46428571,7.512e-5,0.00551963,0.00021386
BJM,7.0,2410.0,3.91208184,1.0,0.38095238,0.00179681,0.00305188,0.00032272
BJR,7.0,2192.0,4.43102018,1.0,0.38095238,0.00055271,0.0003699,0.00037367
BJS,109.0,349009.0,3.00055294,1.0,0.15562351,0.02318567,0.06371616,0.00256191
BJX,14.0,21997.0,3.60823887,1.0,0.58241758,4.108e-5,0.01077376,0.00033499
BJZ,1.0,960.0,4.06386508,1.0,0.0,0.0,0.0019086,5.976e-5
BKC,2.0,191.0,5.20514238,1.0,1.0,0.0,5.26e-6,0.00014526
BKI,23.0,42760.5,3.55875035,1.0,0.23715415,0.00569727,0.00661725,0.00090462
BKK,102.0,426537.5,2.95852917,1.0,0.16268686,0.03478617,0.06601841,0.00306233
BKO,19.0,11414.5,3.64749793,1.0,0.26900585,0.00451891,0.0070594,0.00065206
BKQ,3.0,90.0,4.33701963,1.0,1.0,0.0,0.00019385,0.0001816
BKS,1.0,595.0,4.42908488,1.0,0.0,0.0,0.00021628,7.231e-5
BKW,2.0,437.0,4.00967653,1.0,1.0,0.0,0.00187416,0.00010254
BKX,2.0,456.0,4.0467238,1.0,0.0,0.00055294,0.00138152,0.00015629
BKZ,1.0,228.0,5.38678463,1.0,0.0,0.0,1.717e-5,7.931e-5
BLA,10.0,14409.5,4.20956594,1.0,0.37777778,0.00010008,0.00125381,0.00038117
BLE,3.0,2554.5,3.89798175,1.0,1.0,0.0,0.00408139,0.00010448
BLF,2.0,437.0,4.00967653,1.0,1.0,0.0,0.00187416,0.00010254
BLG,1.0,38.0,5.54105612,1.0,0.0,0.0,3.7e-6,8.404e-5
BLI,2.0,3748.0,3.98037047,1.0,1.0,0.0,0.00116323,0.00010963
BLJ,3.0,985.0,3.6795687,1.0,1.0,0.0,0.0046803,0.00010307
BLK,4.0,1062.0,4.18717169,1.0,0.66666667,6.0e-8,0.00197478,0.00011609
BLL,17.0,20332.5,3.48244401,1.0,0.50735294,0.00039816,0.02509217,0.00041817
BLQ,28.0,53951.0,3.46834393,1.0,0.57936508,8.035e-5,0.04325009,0.00055183
BLR,15.0,39692.5,3.77356926,1.0,0.46666667,0.00012308,0.00560627,0.00042733
BLT,2.0,396.0,4.33757257,1.0,1.0,0.0,0.00019034,0.00013689
BLV,2.0,3114.0,3.78849876,1.0,1.0,0.0,0.00386338,7.758e-5
BLZ,6.0,2063.5,3.98202931,1.0,0.73333333,0.00025659,0.00184405,0.00024872
BMD,3.0,57.0,4.58446226,1.0,0.66666667,3.4e-7,0.00010881,0.00018253
BME,8.0,3179.0,4.33508432,1.0,0.28571429,0.00236187,0.00036722,0.00046416
BMI,6.0,10044.0,3.72463367,1.0,0.8,1.15e-6,0.00829811,0.00015772
BMO,2.0,220.0,5.60713298,1.0,1.0,0.0,3.19e-6,0.00016244
BMP,2.0,908.0,5.15205972,1.0,0.0,5.0e-8,1.658e-5,0.00013095
BMU,2.0,336.0,4.47221454,1.0,1.0,0.0,0.00015553,0.00011323
BMV,2.0,512.0,4.46032624,1.0,1.0,0.0,0.00020364,0.00011859
BMW,1.0,80.0,5.44484379,1.0,0.0,0.0,1.7e-5,7.447e-5
BMY,1.0,38.0,5.63201548,1.0,0.0,0.0,1.03e-6,0.00010251
BNA,47.0,160174.5,3.37074924,1.0,0.68732655,6.364e-5,0.0546835,0.00091784
BNC,2.0,68.0,5.90987006,1.0,0.0,0.00055294,9.6e-7,0.00025017
BND,9.0,7644.0,3.94774675,1.0,0.41666667,0.00021338,0.00283479,0.00028964
BNE,58.0,168691.0,3.33812552,1.0,0.12038717,0.03890771,0.01052604,0.00253113
BNK,5.0,2192.0,4.18551286,1.0,1.0,0.0,0.00051032,0.00022948
BNN,3.0,2220.0,4.8985347,1.0,0.66666667,4.0e-8,6.046e-5,0.00016312
BNP,1.0,88.0,4.92258778,1.0,0.0,0.0,0.000127,6.963e-5
BNS,1.0,494.0,4.27121924,1.0,0.0,0.0,0.00070377,6.822e-5
BNX,3.0,590.0,3.79983412,1.0,1.0,0.0,0.00565158,9.398e-5
BNY,2.0,95.0,5.28504285,1.0,1.0,0.0,4.26e-6,0.00018995
BOA,2.0,42.0,5.73016312,1.0,1.0,0.0,2.15e-6,0.00018791
BOB,5.0,3806.0,4.51589715,1.0,0.7,3.1e-7,9.471e-5,0.00030162
BOC,3.0,275.5,4.37793752,1.0,1.0,0.0,0.00039488,0.00016689
BOD,25.0,39365.0,3.53497374,1.0,0.57666667,4.28e-5,0.02594751,0.00050345
BOG,49.0,139786.0,3.26707216,1.0,0.18962585,0.01498636,0.02788638,0.00175964
BOH,1.0,854.0,4.19380702,1.0,0.0,0.0,0.00113743,6.08e-5
BOI,17.0,49483.0,3.58252696,1.0,0.64705882,0.00031643,0.01521207,0.00045073
BOJ,3.0,504.0,3.870611,1.0,1.0,0.0,0.00307225,0.00011053
BOM,66.0,180677.0,3.12303014,1.0,0.1958042,0.0115635,0.04366639,0.00191394
BON,6.0,4894.0,3.58833287,1.0,0.6,4.4e-6,0.00824363,0.0001622
BOO,15.0,28770.0,4.27508985,1.0,0.18095238,0.00355346,0.00115057,0.00078185
BOS,87.0,465490.5,3.04865911,1.0,0.29564288,0.00876775,0.08774381,0.00193954
BOV,3.0,125.0,5.73762787,1.0,0.33333333,0.00027474,5.7e-7,0.00023905
BOX,2.0,40.5,6.43212607,1.0,0.0,5.7e-7,6.0e-8,0.00020541
BOY,3.0,698.0,4.46281449,1.0,1.0,0.0,0.00069195,0.00011596
BPD,3.0,48.0,5.73679845,1.0,0.66666667,0.00027459,5.5e-7,0.00024642
BPN,9.0,11130.0,3.91263478,1.0,0.25,0.00503642,0.00139244,0.00043537
BPS,6.0,6491.0,4.09234172,1.0,0.86666667,2.9e-7,0.00150263,0.00022558
BPT,2.0,2719.0,3.93254078,1.0,1.0,0.0,0.00348071,8.126e-5
BPX,2.0,900.0,4.64030965,1.0,1.0,0.0,0.00015068,8.957e-5
BPY,2.0,57.0,5.56704451,1.0,1.0,0.0,5.08e-6,0.00013518
BQB,2.0,56.0,4.37074924,1.0,1.0,0.0,0.00016026,0.00014258
BQL,2.0,76.0,5.31932541,1.0,0.0,0.00087964,5.05e-6,0.00018913
BQN,1.0,980.0,3.70887476,1.0,0.0,0.0,0.0028512,5.974e-5
BQS,3.0,954.0,4.32291955,1.0,0.33333333,3.6e-7,0.00048672,0.00011948
BQW,2.0,5.0,5.34946088,1.0,0.0,0.00075647,3.96e-6,0.00019068
BRA,3.0,360.0,4.76582803,1.0,0.66666667,3.1e-6,0.00013183,0.0001528
BRC,9.0,5918.5,4.09925353,1.0,0.33333333,0.00069859,0.00076879,0.00043234
BRD,3.0,2380.0,4.04617086,1.0,0.0,0.00082916,0.00138239,0.00022303
BRE,24.0,25197.5,3.49129113,1.0,0.71376812,2.126e-5,0.03793359,0.00044329
BRI,5.0,16748.0,3.76444567,1.0,0.6,1.2e-7,0.00601605,0.00013195
BRK,2.0,45.0,6.22808958,1.0,0.0,8.0e-8,2.0e-7,0.00018696
BRL,3.0,1102.0,3.8039812,1.0,0.33333333,0.00055294,0.00383443,0.00015073
BRM,7.0,11704.0,4.21620127,1.0,0.52380952,3.48e-6,0.00120027,0.00026597
BRN,10.0,4530.0,3.54299143,1.0,0.84444444,8.89e-6,0.0209966,0.00021755
BRO,1.0,2251.0,3.98368814,1.0,0.0,0.0,0.00170854,6.092e-5
BRQ,1.0,387.0,4.23140724,1.0,0.0,0.0,0.00150781,5.883e-5
BRR,2.0,209.0,4.3602433,1.0,1.0,0.0,0.0006137,0.00010131
BRS,19.0,16201.5,3.53718551,1.0,0.50877193,4.258e-5,0.02217936,0.00040191
BRT,1.0,117.0,4.76997512,1.0,0.0,0.0,5.292e-5,8.519e-5
BRU,137.0,351752.5,2.97401161,1.0,0.1963289,0.01152693,0.13047421,0.00274109
BRW,6.0,2493.0,4.20182472,1.0,0.26666667,0.00193046,0.00030451,0.00038366
BSA,1.0,54.0,5.80038706,1.0,0.0,0.0,2.32e-6,9.398e-5
BSB,27.0,100050.0,4.06856511,1.0,0.18518519,0.00310126,0.00206705,0.001062
BSC,1.0,57.0,5.26403096,1.0,0.0,0.0,9.8e-6,9.619e-5
BSD,1.0,888.0,4.57036218,1.0,0.0,0.0,0.00016262,6.396e-5
BSK,3.0,1069.0,3.67901576,1.0,1.0,0.0,0.00501087,0.00010389
BSO,2.0,168.0,5.11915952,1.0,0.0,8.0e-8,1.532e-5,0.00016923
BTH,8.0,6782.0,4.42327896,1.0,0.35714286,4.9e-6,0.00031652,0.0003582
BTI,2.0,168.0,4.89604645,1.0,1.0,0.0,3.119e-5,0.0001493
BTJ,1.0,868.0,4.90517003,1.0,0.0,0.0,4.034e-5,7.624e-5
BTK,5.0,960.0,3.87669339,1.0,0.5,4.7e-7,0.00319079,0.00017945
BTM,3.0,2710.0,3.97428808,1.0,1.0,0.0,0.0020338,0.0001182
BTR,10.0,18435.0,3.71523362,1.0,0.86666667,1.77e-6,0.01134594,0.00022814
BTS,8.0,3784.0,3.71606304,1.0,0.67857143,1.055e-5,0.01080776,0.00019579
BTT,3.0,234.0,4.89604645,1.0,1.0,0.0,2.673e-5,0.00021211
BTU,6.0,5126.0,4.5413326,1.0,0.6,0.00056105,0.00020811,0.0002998
BTV,10.0,18711.0,3.62344484,1.0,0.6,0.00031573,0.01322006,0.00024232
BUA,3.0,324.5,4.74122201,1.0,0.66666667,0.00027403,3.033e-5,0.00021483
BUC,2.0,72.0,6.31849599,1.0,1.0,0.0,1.2e-7,0.00018152
BUD,50.0,65377.0,3.13851258,1.0,0.55918367,0.00071067,0.07530493,0.00099444
BUE,76.0,209760.5,3.10837711,1.0,0.08596491,0.03899454,0.03627944,0.00301502
BUF,24.0,79575.5,3.56925629,1.0,0.76811594,9.205e-5,0.02985429,0.00048497
BUH,50.0,38700.5,3.26541333,1.0,0.40897959,0.00428576,0.06393199,0.00116172
BUL,4.0,226.0,4.73486315,1.0,0.5,1.642e-5,3.141e-5,0.00027714
BUN,1.0,117.0,4.99723528,1.0,0.0,0.0,4.936e-5,8.207e-5
BUO,3.0,108.0,4.80066353,1.0,0.33333333,0.00055294,0.00013042,0.00018535
BUQ,2.0,2324.0,4.00414708,1.0,1.0,0.0,0.00121361,9.96e-5
BUR,10.0,70993.0,3.67099806,1.0,0.91111111,5.0e-8,0.01033117,0.00025072
BUS,1.0,72.0,3.87807575,1.0,0.0,0.0,0.00207282,6.461e-5
BUX,1.0,34.0,6.90959359,1.0,0.0,0.0,2.0e-8,0.0001454
BUZ,3.0,2963.0,3.95631739,1.0,1.0,0.0,0.00234941,0.00011219
BVB,2.0,1587.0,4.9035112,1.0,0.0,6.34e-6,9.482e-5,0.00011271
BVC,2.0,382.0,4.37406691,1.0,1.0,0.0,0.00036227,0.00011588
BVE,1.0,550.0,3.68813934,1.0,0.0,0.0,0.0032031,6.212e-5
BVG,5.0,666.0,6.26679569,1.0,0.6,3.1e-7,8.5e-7,0.00027934
BVH,2.0,1296.0,5.08432403,1.0,0.0,0.00055294,1.929e-5,0.00019273
BVI,2.0,76.0,7.31517832,1.0,0.0,8.9e-7,0.0,0.00023297
BVS,4.0,162.0,4.97097042,1.0,0.66666667,0.00027434,4.51e-5,0.00024272
BWA,1.0,616.0,4.54769146,1.0,0.0,0.0,0.00023739,7.202e-5
BWD,1.0,288.0,3.96046447,1.0,0.0,0.0,0.00177217,6.179e-5
BWI,64.0,298982.0,3.25407797,1.0,0.4578373,0.00063984,0.06456563,0.00125353
BWN,19.0,16408.0,3.5034559,1.0,0.49122807,0.00098167,0.00916992,0.00062057
BWQ,2.0,63.0,5.22919547,1.0,0.0,0.00027632,5.59e-6,0.00017446
BWT,1.0,1386.0,4.29720763,1.0,0.0,0.0,0.00014973,7.656e-5
BXN,4.0,2543.0,3.60547415,1.0,1.0,0.0,0.01038459,0.00011276
BXR,1.0,150.0,4.20127177,1.0,0.0,0.0,0.00088185,6.733e-5
BXU,1.0,987.0,4.12054189,1.0,0.0,0.0,0.00043099,7.638e-5
BXX,2.0,236.0,4.80094001,1.0,1.0,0.0,0.00010368,0.00010391
BXZ,2.0,24.0,5.72795134,1.0,1.0,0.0,6.0e-7,0.00017502
BYA,2.0,8.0,5.89300525,1.0,1.0,0.0,4.8e-7,0.00020005
BYC,1.0,114.0,4.85264031,1.0,0.0,0.0,0.00010363,7.614e-5
BYM,1.0,72.0,4.19878352,1.0,0.0,0.0,0.00076463,6.558e-5
BYN,3.0,150.0,4.6228919,1.0,0.66666667,8.0e-8,0.00010352,0.0002205
BYU,2.0,1250.0,3.68233343,1.0,1.0,0.0,0.00353702,0.00010258
BYW,3.0,496.0,4.97649986,1.0,0.66666667,1.4e-7,4.401e-5,0.0001805
BZE,13.0,10594.5,3.84406967,1.0,0.24358974,0.00344577,0.00653058,0.00051115
BZG,1.0,282.0,4.24412497,1.0,0.0,0.0,0.00133631,5.906e-5
BZI,1.0,158.0,4.48963229,1.0,0.0,0.0,0.00061373,6.888e-5
BZL,1.0,259.0,4.22532485,1.0,0.0,0.0,0.00048705,6.599e-5
BZN,5.0,7757.0,3.90738181,1.0,0.8,5.42e-6,0.00459135,0.0001705
BZO,2.0,884.5,3.66187448,1.0,1.0,0.0,0.00572463,7.753e-5
BZR,1.0,900.0,3.68813934,1.0,0.0,0.0,0.0032031,6.212e-5
BZV,10.0,4434.0,3.74536909,1.0,0.51111111,0.00024994,0.00463852,0.00031522
BZZ,1.0,600.0,8.48078518,1.0,0.0,0.0,0.0,0.00015166
CAB,2.0,312.0,5.3970141,1.0,0.0,0.00055294,2.147e-5,0.00018135
CAC,4.0,1260.0,4.09814764,1.0,0.5,4.8e-7,0.00099958,0.0001977
CAE,10.0,23244.0,3.59966823,1.0,1.0,0.0,0.01809264,0.00022687
CAG,11.0,31699.5,3.76333978,1.0,0.6,5.2e-7,0.00912039,0.0002417
CAI,82.0,114584.5,3.04561792,1.0,0.29569407,0.00824271,0.08511931,0.00184686
CAJ,4.0,683.5,4.26983688,1.0,0.66666667,0.00027517,0.00074024,0.00019015
CAK,11.0,11459.5,3.65910976,1.0,0.85454545,1.926e-5,0.01703791,0.00025029
CAL,1.0,190.0,4.36051977,1.0,0.0,0.0,0.00060243,6.241e-5
CAN,80.0,204848.0,3.31656069,1.0,0.17120253,0.00760179,0.01530205,0.00199721
CAP,4.0,1104.0,4.60658004,1.0,0.33333333,1.117e-5,0.00026588,0.00020147
CAQ,1.0,699.0,4.9950235,1.0,0.0,0.0,5.629e-5,7.966e-5
CAS,49.0,57504.0,3.2726016,1.0,0.29506803,0.00265231,0.05110747,0.00113225
CAW,1.0,285.0,4.32983135,1.0,0.0,0.0,0.000396,6.729e-5
CAY,9.0,6536.0,3.66298037,1.0,0.13888889,0.00266157,0.00361449,0.00042123
CAZ,3.0,121.0,5.22891899,1.0,0.33333333,0.00027647,5.69e-6,0.00024525
CBB,6.0,9558.5,4.09012994,1.0,0.53333333,0.00050073,0.0007955,0.00028913
CBE,2.0,475.0,4.14708322,1.0,1.0,0.0,0.00144649,0.00010705
CBG,1.0,464.0,3.73182195,1.0,0.0,0.0,0.00304618,5.898e-5
CBH,7.0,1490.5,4.44539674,1.0,0.57142857,5.0e-7,0.00113011,0.0002291
CBL,2.0,700.0,4.27094277,1.0,1.0,0.0,0.00071708,0.00010998
CBO,1.0,987.0,4.12054189,1.0,0.0,0.0,0.00043099,7.638e-5
CBR,6.0,32132.0,4.16145977,1.0,0.73333333,5.46e-6,0.00071636,0.00027096
CCF,4.0,1849.0,3.57976223,1.0,0.66666667,3.89e-6,0.00748075,0.00012915
CCJ,13.0,10583.0,3.95576445,1.0,0.47435897,2.659e-5,0.00494712,0.00033669
CCK,2.0,128.0,4.37047277,1.0,0.0,0.00027598,0.00015752,0.00015038
CCM,3.0,1654.0,4.09925353,1.0,1.0,0.0,0.00098659,0.00014324
CCP,8.0,13205.5,4.48714404,1.0,0.35714286,0.00100531,0.00035318,0.00040125
CCS,53.0,125480.0,3.27149571,1.0,0.18287373,0.01383476,0.03962267,0.00166709
CCU,32.0,39451.0,3.38484932,1.0,0.16733871,0.00569975,0.01136143,0.00110573
CCV,5.0,95.0,5.07354161,1.0,0.5,0.00055368,1.879e-5,0.00032489
CDB,8.0,571.0,4.21288361,1.0,0.10714286,0.00276373,0.0002939,0.00069135
CDC,1.0,570.0,4.35333149,1.0,0.0,0.0,0.00081044,6.424e-5
CDD,1.0,58.0,6.80176942,1.0,0.0,0.0,1.5e-7,0.00012983
CDR,2.0,342.0,4.1860658,1.0,1.0,0.0,0.00124398,0.00011583
CDV,2.0,2219.0,4.21675422,1.0,0.0,9.641e-5,0.00027879,0.00016254
CEB,16.0,42184.5,3.57091512,1.0,0.25,0.00110922,0.00588884,0.00065395
CEC,2.0,570.0,3.90738181,1.0,1.0,0.0,0.00153284,9.08e-5
CED,1.0,152.0,4.63312137,1.0,0.0,0.0,6.916e-5,8.591e-5
CEE,2.0,150.0,3.87752281,1.0,0.0,1.614e-5,0.00209323,0.00011301
CEH,2.0,9.0,4.96433508,1.0,1.0,0.0,4.004e-5,0.00014599
CEI,2.0,9692.0,3.95576445,1.0,1.0,0.0,0.00124373,0.00010139
CEK,5.0,1580.0,3.86259331,1.0,0.7,8.2e-7,0.00392088,0.00015969
CEM,2.0,45.0,5.89521703,1.0,0.0,8.0e-8,9.2e-7,0.00019017
CEN,7.0,3240.0,4.14017141,1.0,0.66666667,3.13e-6,0.00162707,0.00020722
CEQ,1.0,770.0,4.30163119,1.0,0.0,0.0,0.00116854,5.926e-5
CER,1.0,152.0,3.68813934,1.0,0.0,0.0,0.0032031,6.212e-5
CEZ,1.0,380.0,4.18634227,1.0,0.0,0.0,0.00122189,6.659e-5
CFE,25.0,13403.5,3.54686204,1.0,0.36666667,0.0018317,0.02141031,0.00065233
CFG,2.0,336.0,3.77522809,1.0,1.0,0.0,0.00262719,8.582e-5
CFN,1.0,252.0,4.19380702,1.0,0.0,0.0,0.00113743,6.08e-5
CFR,2.0,922.0,4.34946088,1.0,0.0,9.0e-8,0.00136965,8.029e-5
CFS,7.0,4159.0,4.18468344,1.0,0.66666667,7.38e-6,0.00052434,0.00032343
CFU,3.0,4919.0,4.01410008,1.0,0.33333333,2.5e-7,0.00357559,9.936e-5
CGA,2.0,398.5,4.96488803,1.0,1.0,0.0,2.154e-5,0.00019596
CGB,12.0,11476.0,4.08515344,1.0,0.18181818,0.00494236,0.0010856,0.00063695
CGD,2.0,375.0,4.31517832,1.0,0.0,9.0e-8,0.0003577,8.01e-5
CGI,1.0,361.0,4.1443185,1.0,0.0,0.0,0.00138189,6.079e-5
CGN,48.0,75824.5,3.42023777,1.0,0.46276596,0.00029076,0.0593211,0.00090284
CGO,27.0,28325.0,3.74675145,1.0,0.62393162,0.00010574,0.00565343,0.00057422
CGP,7.0,6401.5,3.95493503,1.0,0.61904762,2.784e-5,0.00423449,0.00021901
CGQ,15.0,15449.0,3.68399226,1.0,0.6,2.892e-5,0.00503296,0.00033966
CGR,7.0,10606.0,4.09538291,1.0,0.42857143,0.00055404,0.00104486,0.00032408
CGY,2.0,6952.5,4.11998894,1.0,1.0,0.0,0.00053558,0.000111
CHA,5.0,10297.0,3.73541609,1.0,1.0,0.0,0.0085995,0.00013317
CHC,20.0,64158.5,3.5662151,1.0,0.25263158,0.00336745,0.00418821,0.00084705
CHG,3.0,240.0,3.99861764,1.0,0.33333333,3.19e-6,0.0012815,0.00010458
CHI,184.0,1.329505e6,2.80868123,1.0,0.13417676,0.0444435,0.1380112,0.00401931
CHO,6.0,6154.0,3.67984518,1.0,1.0,0.0,0.01063862,0.00015069
CHP,2.0,45.0,4.89604645,1.0,0.0,0.0002764,2.579e-5,0.00017256
CHQ,2.0,7600.0,4.04202378,1.0,1.0,0.0,0.00231636,8.322e-5
CHS,14.0,31268.0,3.58225048,1.0,1.0,0.0,0.02394605,0.00029833
CHT,2.0,200.0,4.56179154,1.0,1.0,0.0,9.371e-5,0.00011677
CHU,2.0,51.0,5.20846005,1.0,0.0,0.00055256,5.05e-6,0.00019671
CHX,3.0,807.5,4.37793752,1.0,1.0,0.0,0.00039488,0.00016689
CHY,2.0,57.0,6.28227813,1.0,1.0,0.0,8.0e-8,0.0001848
CIC,1.0,1020.0,3.90765828,1.0,0.0,0.0,0.00148557,6.132e-5
CID,9.0,18387.0,3.72822781,1.0,0.94444444,3.9e-7,0.01176517,0.00022207
CIF,4.0,531.0,3.99917058,1.0,0.66666667,1.7e-7,0.0012677,0.00013938
CIH,3.0,225.0,3.99917058,1.0,0.66666667,1.1e-7,0.00125464,0.00010889
CIJ,2.0,397.0,5.00193531,1.0,0.0,0.00012602,3.949e-5,0.00014682
CIK,2.0,103.0,5.89383467,1.0,1.0,0.0,9.7e-7,0.00014956
CIO,2.0,96.0,5.02073542,1.0,0.0,0.00055294,3.702e-5,0.00018248
CIP,2.0,63.0,4.97235278,1.0,1.0,0.0,3.807e-5,0.00013594
CIT,1.0,340.0,4.28614874,1.0,0.0,0.0,0.00047475,6.397e-5
CIW,2.0,38.0,4.6298037,1.0,1.0,0.0,0.00011458,0.00010626
CIX,3.0,5915.0,4.27951341,1.0,0.33333333,0.00055294,0.0004302,0.00021078
CJA,2.0,588.0,4.28006635,1.0,1.0,0.0,0.0004302,0.00012033
CJB,5.0,5963.0,4.11390655,1.0,0.9,2.0e-8,0.0014375,0.00015577
CJC,2.0,4604.0,4.49516174,1.0,1.0,0.0,0.0003205,0.0001163
CJJ,1.0,5736.0,4.6596627,1.0,0.0,0.0,0.00010156,7.046e-5
CJL,1.0,616.0,4.92258778,1.0,0.0,0.0,0.000127,6.963e-5
CJS,8.0,9194.0,4.10008294,1.0,0.75,1.9e-7,0.0022265,0.00021347
CJT,1.0,336.0,4.14404202,1.0,0.0,0.0,0.00092527,6.522e-5
CJU,17.0,111525.0,3.65993918,1.0,0.25735294,0.00065562,0.00571772,0.00058103
CKB,2.0,855.0,4.14708322,1.0,1.0,0.0,0.0014792,9.546e-5
CKD,2.0,51.0,6.20735416,1.0,0.0,1.5e-7,9.0e-8,0.00021612
CKG,41.0,41161.0,3.61570362,1.0,0.41829268,0.00041678,0.00875358,0.00085481
CKI,2.0,72.0,4.76969865,1.0,1.0,0.0,5.388e-5,0.00014828
CKL,1.0,152.0,4.87392867,1.0,0.0,0.0,4.033e-5,7.992e-5
CKS,2.0,555.0,5.06773569,1.0,1.0,0.0,3.816e-5,0.00012094
CKX,2.0,16.0,5.89300525,1.0,1.0,0.0,4.8e-7,0.00020005
CKY,11.0,6264.0,3.65745093,1.0,0.52727273,3.797e-5,0.00897743,0.00029016
CLD,2.0,3057.0,3.72325131,1.0,1.0,0.0,0.0030897,8.322e-5
CLE,77.0,207826.0,3.25933094,1.0,0.37286398,0.00061024,0.0694195,0.00149877
CLJ,7.0,2058.0,3.66574509,1.0,0.66666667,4.96e-5,0.01098008,0.00018149
CLL,3.0,3074.0,3.93226431,1.0,1.0,0.0,0.00354477,0.00011192
CLM,3.0,1251.0,3.97954106,1.0,1.0,0.0,0.00118466,0.00015191
CLO,17.0,28702.5,3.99751175,1.0,0.22058824,0.00238743,0.00277904,0.0008123
CLP,2.0,229.0,5.20901299,1.0,1.0,0.0,5.14e-6,0.00019849
CLQ,2.0,2476.0,4.14376555,1.0,1.0,0.0,0.00101796,8.692e-5
CLT,100.0,376898.5,3.15648327,1.0,0.24080808,0.00677087,0.07864593,0.00223392
CLY,4.0,1520.0,3.68482168,1.0,0.83333333,1.0e-8,0.00618402,0.00011663
CMA,2.0,45.0,6.33342549,1.0,0.0,0.00055294,6.0e-8,0.00027221
CMB,32.0,51894.0,3.21537186,1.0,0.54637097,0.00151248,0.04038302,0.00072651
CMD,1.0,108.0,6.23196019,1.0,0.0,0.0,9.0e-8,0.00014711
CME,5.0,2672.5,4.14265966,1.0,0.5,4.3e-7,0.0011449,0.00018651
CMF,1.0,480.0,3.68813934,1.0,0.0,0.0,0.0032031,6.212e-5
CMG,1.0,756.0,5.09510644,1.0,0.0,0.0,1.856e-5,8.086e-5
CMH,29.0,118692.0,3.42853193,1.0,0.94334975,2.78e-6,0.04191735,0.00058297
CMI,4.0,4854.0,3.78822228,1.0,1.0,0.0,0.00563719,0.00012047
CMJ,2.0,266.0,4.54243848,1.0,1.0,0.0,0.00013388,0.00010844
CMK,2.0,31.5,4.96461156,1.0,1.0,0.0,7.208e-5,0.00011494
CMU,1.0,72.0,4.74481615,1.0,0.0,0.0,2.974e-5,9.143e-5
CMW,3.0,757.0,3.72573956,1.0,1.0,0.0,0.00365945,0.00011786
CMX,3.0,1598.0,3.90682886,1.0,1.0,0.0,0.00310228,0.00010922
CNB,2.0,144.0,5.22864252,1.0,0.0,0.00110558,5.59e-6,0.00020425
CNC,5.0,278.0,5.45811446,1.0,0.6,1.47e-6,3.32e-6,0.00031284
CND,4.0,814.0,3.67901576,1.0,1.0,0.0,0.00762811,0.00012185
CNJ,4.0,899.0,4.33397844,1.0,0.5,0.00077711,0.00019741,0.00025518
CNM,4.0,760.0,3.95714681,1.0,0.66666667,4.9e-7,0.00238259,0.00015622
CNP,1.0,44.0,4.88885817,1.0,0.0,0.0,3.327e-5,9.584e-5
CNQ,2.0,1929.0,4.10782416,1.0,1.0,0.0,0.00065604,0.00013105
CNS,35.0,45115.0,3.46585568,1.0,0.10588235,0.02097468,0.00497192,0.00175709
CNX,14.0,30087.0,3.66436273,1.0,0.23076923,0.00262582,0.00400459,0.00056637
CNY,1.0,228.0,4.35333149,1.0,0.0,0.0,0.00081044,6.424e-5
COC,1.0,525.0,4.10810064,1.0,0.0,0.0,0.00064439,7.526e-5
COD,2.0,1071.0,4.14265966,1.0,1.0,0.0,0.00203233,8.937e-5
COJ,1.0,96.0,5.23444844,1.0,0.0,0.0,5.15e-6,0.00011646
COK,17.0,14498.0,3.94747028,1.0,0.5,3.068e-5,0.00695789,0.00042322
COO,16.0,7946.5,3.64003318,1.0,0.475,0.00030882,0.0095535,0.00043909
COQ,1.0,100.0,4.62344484,1.0,0.0,0.0,9.991e-5,8.966e-5
COR,19.0,33771.5,3.94885264,1.0,0.21637427,0.00026633,0.00334021,0.00075972
COS,12.0,36297.5,3.53663257,1.0,1.0,0.0,0.0180396,0.00029097
COU,3.0,2098.0,3.80425767,1.0,0.66666667,3.67e-6,0.00390901,0.00010693
CPB,1.0,76.0,4.9950235,1.0,0.0,0.0,5.629e-5,7.966e-5
CPC,4.0,595.0,4.1045065,1.0,1.0,0.0,0.00073156,0.00018894
CPD,2.0,133.0,4.6328449,1.0,1.0,0.0,7.041e-5,0.00014982
CPE,3.0,1114.0,4.10063589,1.0,0.66666667,1.07e-6,0.00181458,0.00011717
CPH,107.0,312944.5,2.92203484,1.0,0.21812731,0.02708053,0.10420419,0.00249558
CPI,3.0,451.5,5.73292784,1.0,0.33333333,0.00073393,5.7e-7,0.0002449
CPO,4.0,3815.0,4.49433232,1.0,0.5,0.00055294,0.0003264,0.00024364
CPQ,13.0,16545.5,4.08404755,1.0,0.38461538,1.578e-5,0.00171749,0.00048308
CPR,2.0,2321.5,4.14265966,1.0,1.0,0.0,0.00203233,8.937e-5
CPT,19.0,78292.5,3.42825546,1.0,0.19298246,0.00301725,0.01175427,0.00071283
CPV,2.0,650.0,4.91595245,1.0,1.0,0.0,9.568e-5,0.00010794
CQS,1.0,95.0,6.08294166,1.0,0.0,0.0,3.4e-7,0.00012376
CRD,11.0,7093.0,4.09870058,1.0,0.21818182,0.00295343,0.00073396,0.00060621
